(5,9,B)
(5,10,K)
(5,11,B)
(5,12,B)
(5,13,B)
(5,14,K)
(5,15,K)
(5,16,B)
(5,17,B)
(5,18,B)
(5,19,B)
(5,20,B)
(5,21,B)
(5,22,B)
(5,23,K)
(5,24,K)
(6,0,K)
(6,1,K)
(6,2,B)
(6,3,B)
(6,4,B)
(6,5,B)
(6,6,B)
(6,7,B)
(6,8,B)
(6,9,K)
(6,10,B)
(6,11,B)
(6,12,K)
(6,13,B)
(6,14,B)
(6,15,B)
(6,16,B)
(6,17,B)
(6,18,B)
(6,19,K)
(6,20,B)
(6,21,B)
(6,22,B)
(6,23,B)
(6,24,B)
(7,0,K)
(7,1,B)
(7,2,B)
(7,3,B)
(7,4,K)
(7,5,B)
(7,6,B)
(7,7,B)
(7,8,B)
(7,9,K)
(7,10,B)
(7,11,B)
(7,12,B)
(7,13,K)
(7,14,B)
(7,15,B)
(7,16,B)
(7,17,B)
(7,18,B)
(7,19,B)
(7,20,B)
(7,21,B)
(7,22,B)
(7,23,K)
(7,24,B)
(8,0,B)
(8,1,B)
(8,2,B)
(8,3,B)
(8,4,K)
(8,5,B)
(8,6,B)
(8,7,B)
(8,8,B)
(8,9,B)
(8,10,B)
(8,11,B)
(8,12,B)
(8,13,B)
(8,14,K)
(8,15,B)
(8,16,B)
(8,17,B)
(8,18,B)
(8,19,B)
(8,20,B)
(8,21,B)
(8,22,B)
(8,23,B)
(8,24,B)
(9,0,K)
(9,1,K)
(9,2,K)
(9,3,B)
(9,4,B)
(9,5,B)
(9,6,B)
(9,7,K)
(9,8,B)
(9,9,K)
(9,10,B)
(9,11,K)
(9,12,K)
(9,13,B)
(9,14,B)
(9,15,K)
(9,16,B)
(9,17,B)
(9,18,K)
(9,19,B)
(9,20,B)
(9,21,K)
(9,22,K)
(9,23,B)
(9,24,B)
(10,0,B)
(10,1,B)
(10,2,B)
(10,3,B)
(10,4,B)
(10,5,B)
(10,6,K)
(10,7,K)
(10,8,K)
(10,9,K)
(10,10,K)
(10,11,B)
(10,12,B)
(10,13,B)
(10,14,B)
(10,15,B)
(10,16,K)
(10,17,K)
(10,18,B)
(10,19,B)
(10,20,K)
(10,21,B)
(10,22,B)
(10,23,B)
(10,24,K)
(11,0,K)
(11,1,B)
(11,2,B)
(11,3,B)
(11,4,B)
(11,5,K)
(11,6,B)
(11,7,B)
(11,8,B)
(11,9,B)
(11,10,B)
(11,11,B)
(11,12,B)
(11,13,K)
(11,14,K)
(11,15,B)
(11,16,B)
(11,17,B)
(11,18,B)
(11,19,K)
(11,20,K)
(11,21,K)
(11,22,B)
(11,23,B)
(11,24,B)
(12,0,K)
(12,1,B)
(12,2,K)
(12,3,B)
(12,4,B)
(12,5,K)
(12,6,B)
(12,7,K)
(12,8,B)
(12,9,B)
(12,10,B)
(12,11,B)
(12,12,K)
(12,13,B)
(12,14,B)
(12,15,K)
(12,16,B)
(12,17,B)
(12,18,B)
(12,19,B)
(12,20,K)
(12,21,B)
(12,22,B)
(12,23,B)
(12,24,B)
(13,0,B)
(13,1,K)
(13,2,B)
(13,3,K)
(13,4,B)
(13,5,B)
(13,6,B)
(13,7,B)
(13,8,B)
(13,9,B)
(13,10,B)
(13,11,B)
(13,12,B)
(13,13,B)
(13,14,B)
(13,15,B)
(13,16,B)
(13,17,B)
(13,18,B)
(13,19,B)
(13,20,K)
(13,21,B)
(13,22,B)
(13,23,K)
(13,24,K)
(14,0,B)
(14,1,K)
(14,2,B)
(14,3,B)
(14,4,K)
(14,5,K)
(14,6,B)
(14,7,K)
(14,8,B)
(14,9,K)
(14,10,B)
(14,11,B)
(14,12,B)
(14,13,K)
(14,14,B)
(14,15,B)
(14,16,B)
(14,17,B)
(14,18,B)
(14,19,B)
(14,20,B)
(14,21,K)
(14,22,B)
(14,23,B)
(14,24,B)
(15,0,B)
(15,1,B)
(15,2,K)
(15,3,K)
(15,4,B)
(15,5,K)
(15,6,B)
(15,7,B)
(15,8,K)
(15,9,B)
(15,10,B)
(15,11,K)
(15,12,K)
(15,13,K)
(15,14,B)
(15,15,B)
(15,16,B)
(15,17,K)
(15,18,B)
(15,19,B)
(15,20,B)
(15,21,K)
(15,22,K)
(15,23,B)
(15,24,B)
(16,0,B)
(16,1,B)
(16,2,K)
(16,3,B)
(16,4,B)
(16,5,K)
(16,6,B)
(16,7,B)
(16,8,B)
(16,9,K)
(16,10,B)
(16,11,B)
(16,12,B)
(16,13,K)
(16,14,K)
(16,15,K)
(16,16,B)
(16,17,K)
(16,18,B)
(16,19,B)
(16,20,B)
(16,21,B)
(16,22,B)
(16,23,K)
(16,24,B)
(17,0,B)
(17,1,B)
(17,2,K)
(17,3,B)
(17,4,K)
(17,5,K)
(17,6,K)
(17,7,B)
(17,8,B)
(17,9,B)
(17,10,B)
(17,11,B)
(17,12,B)
(17,13,B)
(17,14,B)
(17,15,K)
(17,16,B)
(17,17,B)
(17,18,B)
(17,19,K)
(17,20,K)
(17,21,B)
(17,22,B)
(17,23,B)
(17,24,B)
(18,0,B)
(18,1,B)
(18,2,K)
(18,3,B)
(18,4,B)
(18,5,K)
(18,6,B)
(18,7,K)
(18,8,B)
(18,9,B)
(18,10,B)
(18,11,B)
(18,12,K)
(18,13,B)
(18,14,K)
(18,15,B)
(18,16,B)
(18,17,B)
(18,18,B)
(18,19,B)
(18,20,B)
(18,21,B)
(18,22,B)
(18,23,B)
(18,24,B)
(19,0,B)
(19,1,B)
(19,2,B)
(19,3,B)
(19,4,K)
(19,5,K)
(19,6,B)
(19,7,B)
(19,8,B)
(19,9,B)
(19,10,B)
(19,11,B)
(19,12,B)
(19,13,B)
(19,14,K)
(19,15,K)
(19,16,B)
(19,17,B)
(19,18,B)
(19,19,B)
(19,20,B)
(19,21,B)
(19,22,B)
(19,23,B)
(19,24,K)
(20,0,B)
(20,1,B)
(20,2,B)
(20,3,B)
(20,4,B)
(20,5,B)
(20,6,B)
(20,7,B)
(20,8,B)
(20,9,B)
(20,10,B)
(20,11,B)
(20,12,B)
(20,13,K)
(20,14,B)
(20,15,B)
(20,16,K)
(20,17,B)
(20,18,K)
(20,19,B)
(20,20,B)
(20,21,B)
(20,22,B)
(20,23,B)
(20,24,B)
(21,0,B)
(21,1,B)
(21,2,B)
(21,3,B)
(21,4,B)
(21,5,B)
(21,6,B)
(21,7,K)
(21,8,B)
(21,9,K)
(21,10,B)
(21,11,B)
(21,12,B)
(21,13,B)
(21,14,B)
(21,15,K)
(21,16,K)
(21,17,B)
(21,18,K)
(21,19,B)
(21,20,B)
(21,21,B)
(21,22,B)
(21,23,B)
(21,24,B)
(22,0,B)
(22,1,B)
(22,2,B)
(22,3,B)
(22,4,B)
(22,5,B)
(22,6,K)
(22,7,B)
(22,8,K)
(22,9,B)
(22,10,B)
(22,11,B)
(22,12,B)
(22,13,B)
(22,14,B)
(22,15,K)
(22,16,B)
(22,17,K)
(22,18,B)
(22,19,B)
(22,20,B)
(22,21,B)
(22,22,K)
(22,23,B)
(22,24,B)
(23,0,B)
(23,1,B)
(23,2,K)
(23,3,B)
(23,4,B)
(23,5,K)
(23,6,B)
(23,7,B)
(23,8,B)
(23,9,K)
(23,10,B)
(23,11,B)
(23,12,K)
(23,13,B)
(23,14,B)
(23,15,B)
(23,16,K)
(23,17,B)
(23,18,K)
(23,19,B)
(23,20,B)
(23,21,B)
(23,22,B)
(23,23,B)
(23,24,B)
(24,0,B)
(24,1,K)
(24,2,B)
(24,3,K)
(24,4,B)
(24,5,B)
(24,6,B)
(24,7,B)
(24,8,B)
(24,9,K)
(24,10,K)
(24,11,B)
(24,12,B)
(24,13,B)
(24,14,K)
(24,15,B)
(24,16,B)
(24,17,B)
(24,18,B)
(24,19,K)
(24,20,B)
(24,21,B)
(24,22,B)
(24,23,B)
(24,24,Y)
